lat,lon,elev_m,slope_deg,aspect_deg,sens_asc,sens_desc
28.35300,85.48500,4501,20.8,195,-0.523,-0.225
28.35300,85.48950,4410,28.9,173,-0.396,-0.536
28.35300,85.49400,4331,34.9,136,-0.150,-0.855
28.35300,85.49850,3996,38.6,123,-0.115,-0.933
28.35300,85.50300,3704,32.1,128,-0.049,-0.874
28.35300,85.50750,3553,19.6,138,0.058,-0.714
28.35300,85.51200,3476,6.9,246,-0.702,0.410
28.35300,85.51650,3558,26.8,297,-0.801,0.162
28.35300,85.52100,3889,30.2,317,-0.689,0.021
28.35300,85.52550,3948,27.4,323,-0.616,0.030
28.35300,85.53000,4110,35.0,296,-0.865,0.027
28.35300,85.53450,4552,33.2,302,-0.819,0.039
28.35300,85.53900,4641,31.0,323,-0.652,-0.024
28.35300,85.54350,4890,31.7,312,-0.738,0.022
28.35300,85.54800,5071,23.5,302,-0.743,0.203
28.35300,85.55250,5131,23.7,294,-0.796,0.226
28.35300,85.55700,5340,23.7,303,-0.742,0.197
28.35300,85.56150,5466,21.6,312,-0.649,0.188
28.35300,85.56600,5616,16.7,24,0.114,-0.373
28.35300,85.57050,5290,27.7,74,0.199,-0.855
28.35300,85.57500,5219,17.0,105,0.324,-0.813
28.35300,85.57950,5195,14.9,148,0.033,-0.593
28.35300,85.58400,5092,20.4,161,-0.168,-0.554
28.35300,85.58850,5092,28.3,143,-0.113,-0.764
28.35300,85.59300,4850,29.8,136,-0.071,-0.820
28.35300,85.59750,4710,19.6,142,0.029,-0.694
28.35300,85.60200,4577,3.5,254,-0.676,0.500
28.35300,85.60650,4680,19.0,312,-0.621,0.229
28.35300,85.61100,4845,24.8,301,-0.759,0.183
28.35300,85.61550,5090,24.7,280,-0.866,0.224
28.35300,85.62000,5183,10.9,262,-0.769,0.424
28.34850,85.44000,3102,23.6,119,0.146,-0.845
28.34850,85.44450,2731,21.6,122,0.159,-0.818
28.34850,85.44900,2867,14.5,247,-0.791,0.302
28.34850,85.45350,2985,22.5,262,-0.882,0.234
28.34850,85.45800,3206,22.1,257,-0.878,0.224
28.34850,85.46250,3315,33.0,256,-0.951,0.038
28.34850,85.46700,3781,36.4,249,-0.960,-0.046
28.34850,85.47150,4086,28.5,230,-0.851,-0.028
28.34850,85.47600,4224,27.9,203,-0.660,-0.248
28.34850,85.48050,4174,34.7,179,-0.518,-0.543
28.34850,85.48500,4067,37.8,176,-0.523,-0.598
28.34850,85.48950,4057,36.0,175,-0.496,-0.588
28.34850,85.49400,4065,36.3,151,-0.290,-0.774
28.34850,85.49850,3757,37.8,132,-0.162,-0.893
28.34850,85.50300,3518,27.9,135,-0.036,-0.810
28.34850,85.50750,3412,9.4,187,-0.310,-0.151
28.34850,85.51200,3494,26.8,290,-0.842,0.181
28.34850,85.51650,3868,38.8,302,-0.857,-0.054
28.34850,85.52100,4167,36.6,317,-0.745,-0.080
28.34850,85.52550,4264,36.0,334,-0.596,-0.181
28.34850,85.53000,4381,40.3,322,-0.730,-0.168
28.34850,85.53450,4673,43.3,314,-0.808,-0.174
28.34850,85.53900,5000,40.7,327,-0.692,-0.205
28.34850,85.54350,5061,39.9,336,-0.614,-0.251
28.34850,85.54800,5167,39.3,340,-0.578,-0.267
28.34850,85.55250,5303,39.4,332,-0.643,-0.216
28.34850,85.55700,5662,36.3,331,-0.630,-0.158
28.34850,85.56150,5683,28.5,340,-0.474,-0.109
28.34850,85.56600,5898,21.4,33,0.113,-0.511
28.34850,85.57050,5663,37.0,77,0.040,-0.926
28.34850,85.57500,5137,29.5,94,0.157,-0.919
28.34850,85.57950,5053,22.7,132,0.063,-0.780
28.34850,85.58400,4914,28.0,148,-0.146,-0.732
28.34850,85.58850,4791,30.4,148,-0.183,-0.749
28.34850,85.59300,4574,21.3,149,-0.065,-0.658
28.34850,85.59750,4532,4.5,247,-0.676,0.452
28.34850,85.60200,4657,21.2,302,-0.721,0.241
28.34850,85.60650,4986,24.3,309,-0.703,0.161
28.34850,85.61100,5011,21.7,313,-0.648,0.184
28.34850,85.61550,5117,22.8,305,-0.715,0.203
28.34850,85.62000,5309,15.3,325,-0.472,0.208
28.34400,85.44000,3016,24.0,102,0.226,-0.880
28.34400,85.44450,2628,17.2,109,0.302,-0.810
28.34400,85.44900,2751,18.3,252,-0.839,0.266
28.34400,85.45350,2914,21.8,257,-0.875,0.229
28.34400,85.45800,3096,21.5,257,-0.873,0.235
28.34400,85.46250,3256,28.3,257,-0.924,0.121
28.34400,85.46700,3521,30.1,243,-0.911,0.026
28.34400,85.47150,3605,28.0,216,-0.764,-0.128
28.34400,85.47600,3742,26.4,189,-0.526,-0.355
28.34400,85.48050,3669,25.8,168,-0.313,-0.546
28.34400,85.48500,3677,22.1,183,-0.416,-0.364
28.34400,85.48950,3731,20.4,174,-0.310,-0.426
28.34400,85.49400,3635,24.7,142,-0.049,-0.739
28.34400,85.49850,3500,26.9,124,0.059,-0.853
28.34400,85.50300,3326,17.5,126,0.191,-0.760
28.34400,85.50750,3315,16.5,260,-0.829,0.328
28.34400,85.51200,3678,38.1,279,-0.951,-0.006
28.34400,85.51650,4072,37.7,284,-0.932,-0.002
28.34400,85.52100,4335,34.3,291,-0.888,0.049
28.34400,85.52550,4690,29.9,309,-0.752,0.068
28.34400,85.53000,4792,32.3,312,-0.747,0.014
28.34400,85.53450,5107,40.1,301,-0.868,-0.074
28.34400,85.53900,5436,36.0,310,-0.785,-0.040
28.34400,85.54350,5628,34.8,325,-0.667,-0.097
28.34400,85.54800,5852,34.9,335,-0.577,-0.171
28.34400,85.55250,5889,29.9,338,-0.500,-0.121
28.34400,85.55700,5936,24.6,326,-0.559,0.053
28.34400,85.56150,6062,14.0,0,-0.079,-0.097
28.34400,85.56600,5855,24.6,85,0.255,-0.867
28.34400,85.57050,5534,38.2,95,0.005,-0.968
28.34400,85.57500,5186,36.7,94,0.032,-0.961
28.34400,85.57950,4863,27.8,106,0.147,-0.906
28.34400,85.58400,4666,24.9,122,0.103,-0.845
28.34400,85.58850,4489,18.4,134,0.111,-0.726
28.34400,85.59300,4500,6.7,230,-0.633,0.301
28.34400,85.59750,4681,19.3,288,-0.786,0.310
28.34400,85.60200,4863,21.2,290,-0.794,0.274
28.34400,85.60650,4958,18.4,282,-0.805,0.331
28.34400,85.61100,5127,19.8,286,-0.798,0.304
28.34400,85.61550,5319,19.5,296,-0.746,0.289
28.34400,85.62000,5403,9.9,314,-0.505,0.360
